Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
Kepler-222 d,Transit,2014,0,28.08191200,3.690,13.20000,0.180000,0.000000,522,15.09
Kepler-226 b,Transit,2014,0,3.94099700,1.550,24.00000,0.047000,0.000000,1018,270.40
Kepler-226 c,Transit,2014,0,5.34955500,2.270,45.20000,0.058000,0.000000,919,180.51
Kepler-226 d,Transit,2014,0,8.10904400,1.220,1.98000,0.076000,0.000000,800,103.64
Kepler-228 b,Transit,2014,0,2.56654600,1.530,2.96000,0.038000,0.000000,1360,863.78
Kepler-228 c,Transit,2014,0,4.13444400,2.700,7.75000,0.052000,0.000000,1160,457.32
Kepler-228 d,Transit,2014,0,11.09428600,4.040,15.40000,0.101000,0.000000,835,122.78
Kepler-229 b,Transit,2014,0,6.25297200,2.200,5.48000,0.062000,0.000000,823,76.22
Kepler-229 c,Transit,2014,0,16.06863800,4.920,21.50000,0.117000,0.000000,600,21.64
Kepler-229 d,Transit,2014,0,41.19491200,3.850,14.20000,0.220000,0.000000,439,6.16
Kepler-23 b,Transit,2011,0,7.10730000,1.900,254.30000,0.075000,0.060000,1157,446.11
Kepler-23 c,Transit,2011,0,10.74210000,3.200,858.10000,0.099000,0.020000,1008,257.39
Kepler-23 d,Transit,2014,0,15.27429900,2.200,17.60000,0.124000,0.080000,896,161.04
Kepler-244 b,Transit,2014,0,4.31179200,2.760,8.05000,0.050000,0.000000,1038,242.47
Kepler-244 c,Transit,2014,0,9.76729200,2.050,4.86000,0.087000,0.000000,791,81.57
Kepler-244 d,Transit,2014,0,20.05040100,2.310,15.20000,0.140000,0.000000,622,31.27
Kepler-247 b,Transit,2014,0,3.33616000,1.640,3.33000,0.042000,0.000000,970,216.11
Kepler-247 c,Transit,2014,0,9.43945200,4.090,15.70000,0.084000,0.000000,686,53.90
Kepler-247 d,Transit,2014,0,20.47791200,3.940,14.70000,0.140000,0.000000,530,19.21
Kepler-249 b,Transit,2014,0,3.30653900,1.090,1.32000,0.035000,0.000000,554,24.26
Kepler-249 c,Transit,2014,0,7.11370200,1.510,2.89000,0.058000,0.000000,429,12.53
Kepler-249 d,Transit,2014,0,15.36845900,1.570,3.09000,0.097000,0.000000,332,4.47
Kepler-25 b,Transit,2011,0,6.23829700,2.748,8.70000,0.068500,0.002900,1185,542.96
Kepler-25 c,Transit,2011,0,12.72070000,5.217,15.20000,0.110100,0.006100,934,210.17
Kepler-25 d,Radial Velocity,2014,0,122.40000000,10.000,71.90000,,0.130000,,
Kepler-250 b,Transit,2014,0,4.14814100,1.130,1.51000,0.048000,0.000000,938,148.10
Kepler-250 c,Transit,2014,0,7.15680400,2.280,5.82000,0.069000,0.000000,782,71.50
Kepler-250 d,Transit,2014,0,17.64831200,2.180,5.39000,0.127000,0.000000,579,21.46
Kepler-253 b,Transit,2014,0,3.78398600,1.630,3.29000,0.046000,0.000000,949,194.35
Kepler-253 c,Transit,2014,0,10.28195100,2.650,7.51000,0.089000,0.000000,680,51.27
Kepler-253 d,Transit,2014,0,18.11986900,3.170,10.20000,0.130000,0.000000,563,24.08
Kepler-254 b,Transit,2014,0,5.82666200,3.870,14.30000,0.064000,0.000000,1013,184.34
Kepler-254 c,Transit,2014,0,12.41218300,2.150,3.20000,0.105000,0.000000,787,67.22
Kepler-254 d,Transit,2014,0,18.74647700,2.500,6.80000,0.139000,0.000000,686,38.84
Kepler-255 b,Transit,2014,0,5.71460600,1.550,3.02000,0.063000,0.000000,971,174.40
Kepler-255 c,Transit,2014,0,9.94604700,2.990,9.22000,0.092000,0.000000,807,83.26
Kepler-255 d,Transit,2016,0,1.04562266,1.320,2.30000,0.019200,0.000000,1710,1686.09
Kepler-257 b,Transit,2014,0,2.38266700,2.610,7.32000,0.034000,0.000000,1237,553.53
Kepler-257 c,Transit,2014,0,6.58148400,5.410,25.20000,0.066000,0.000000,881,142.63
Kepler-257 d,Transit,2014,0,24.66455100,4.950,21.70000,0.160000,0.000000,567,24.53
Kepler-267 b,Transit,2014,0,3.35372800,1.980,37.90000,0.037000,0.000000,615,45.84
Kepler-267 c,Transit,2014,0,6.87745000,2.130,5.18000,0.060000,0.000000,484,17.58
Kepler-267 d,Transit,2014,0,28.46451500,2.270,5.77000,0.154000,0.000000,301,2.65
Kepler-27 b,Transit,2011,0,15.33480000,4.000,2895.31000,0.118000,0.000000,610,28.68
Kepler-27 c,Transit,2011,0,31.33090000,4.900,4385.87000,0.191000,0.000000,481,11.07
Kepler-27 d,Transit,2021,0,6.54628992,2.706,7.78000,0.066800,0.000000,810,115.56
Kepler-271 b,Transit,2014,0,10.43547805,1.230,2.04000,0.088100,0.000000,759,75.96
Kepler-271 c,Transit,2014,0,7.41086267,0.950,0.80900,0.070200,0.000000,850,119.63
Kepler-271 d,Transit,2016,0,5.24972541,0.660,0.21900,0.055800,0.000000,954,189.34
Kepler-272 b,Transit,2014,0,2.97135300,1.430,78.00000,0.038000,0.000000,1200,801.74
Kepler-272 c,Transit,2014,0,6.05734200,1.790,97.80000,0.061000,0.000000,947,310.76
Kepler-272 d,Transit,2014,0,10.93730400,2.250,5.69000,0.091000,0.000000,777,141.13
Kepler-275 b,Transit,2014,0,10.30068200,2.340,6.08000,0.098000,0.000000,1015,311.76
Kepler-275 c,Transit,2014,0,16.08813400,3.380,11.40000,0.132000,0.000000,875,171.82
Kepler-275 d,Transit,2014,0,35.67606200,3.330,11.10000,0.224000,0.000000,671,59.44
Kepler-276 b,Transit,2014,0,14.12841000,2.870,8.60000,0.119000,0.000000,739,58.59
Kepler-276 c,Transit,2013,0,31.88400000,2.900,16.60000,0.199400,0.000000,563,19.79
Kepler-276 d,Transit,2013,0,48.64800000,2.800,16.30000,0.264200,0.000000,489,11.27
Kepler-279 b,Transit,2014,0,12.30968100,3.620,12.80000,0.112000,0.000000,1104,249.02
Kepler-279 c,Transit,2013,0,35.73600000,4.300,49.40000,0.223600,0.000000,774,60.16
Kepler-279 d,Transit,2013,0,54.41400000,3.100,37.50000,0.290100,0.000000,574,35.74
Kepler-281 b,Transit,2014,0,14.64600800,2.820,8.35000,0.117000,0.000000,694,118.25
Kepler-281 c,Transit,2014,0,36.33737300,5.310,24.40000,0.215000,0.000000,513,35.20
Kepler-281 d,Transit,2021,0,148.27200320,5.937,29.50000,0.545600,0.000000,321,2.51
Kepler-288 b,Transit,2014,0,6.09732600,1.670,3.43000,0.065000,0.000000,1197,247.30
Kepler-288 c,Transit,2014,0,19.30577200,2.850,8.50000,0.140000,0.000000,815,53.15
Kepler-288 d,Transit,2014,0,56.63374200,2.670,7.61000,0.287000,0.000000,570,12.66
Kepler-289 b,Transit,2014,0,34.54500000,2.150,7.30000,0.210000,0.000000,607,27.37
Kepler-289 c,Transit,2014,0,125.85180000,11.590,132.00000,0.510000,0.000000,394,4.88
Kepler-289 d,Transit,2014,0,66.06340000,2.680,4.00000,0.330000,,,
Kepler-295 b,Transit,2014,0,12.64516400,1.220,1.98000,0.099000,0.000000,741,391.01
Kepler-295 c,Transit,2014,0,21.52625800,1.170,1.71000,0.142000,0.000000,621,192.14
Kepler-295 d,Transit,2014,0,33.88405400,1.360,2.42000,0.192000,0.000000,533,104.96
Kepler-298 b,Transit,2014,0,10.47546400,1.960,4.50000,0.080000,0.000000,540,24.71
Kepler-298 c,Transit,2014,0,22.92881000,1.930,4.38000,0.136000,0.000000,416,8.70
Kepler-298 d,Transit,2014,0,77.47363300,2.500,6.80000,0.305000,0.000000,277,1.72
Kepler-30 b,Transit,2012,0,29.33434000,3.900,11.30000,0.180000,0.042000,524,16.38
Kepler-30 c,Transit,2012,0,60.32310500,12.300,640.00000,0.300000,0.011100,411,6.22
Kepler-30 d,Transit,2012,0,143.34394000,8.800,23.10000,0.500000,0.022000,308,1.96
Kepler-301 b,Transit,2014,0,2.50855300,1.350,2.39000,0.036000,0.000000,1278,665.44
Kepler-301 c,Transit,2014,0,5.41902600,1.350,2.39000,0.060000,0.000000,989,238.48
Kepler-301 d,Transit,2014,0,13.75124300,1.750,3.71000,0.112000,0.000000,725,68.93
Kepler-31 b,Transit,2011,0,20.86130000,5.500,25.90000,0.160000,0.000000,781,91.47
Kepler-31 c,Transit,2011,0,42.63180000,5.300,1493.70000,0.260000,0.000000,615,35.25
Kepler-31 d,Transit,2014,0,87.64510000,3.900,2161.24400,0.400000,0.000000,484,13.49
Kepler-310 b,Transit,2014,0,13.93069800,1.190,1.81000,0.111000,0.000000,665,45.97
Kepler-310 c,Transit,2014,0,56.47542000,3.380,11.40000,0.281000,0.000000,417,7.11
Kepler-310 d,Transit,2014,0,92.87612500,2.470,7.00000,0.392000,0.000000,353,3.66
Kepler-319 b,Transit,2014,0,4.36270500,1.630,3.29000,0.051000,0.000000,1023,253.66
Kepler-319 c,Transit,2014,0,6.94135700,2.630,7.41000,0.069000,0.000000,876,136.34
Kepler-319 d,Transit,2014,0,31.78192500,2.290,5.86000,0.191000,0.000000,528,17.96
Kepler-325 b,Transit,2014,0,4.54443900,2.910,8.80000,0.053000,0.000000,1017,210.55
Kepler-325 c,Transit,2014,0,12.76217200,2.540,6.99000,0.105000,0.000000,721,53.04
Kepler-325 d,Transit,2014,0,38.71518500,2.790,8.20000,0.220000,0.000000,498,12.08
Kepler-326 b,Transit,2014,0,2.24832900,1.520,44.60000,0.032000,0.000000,1127,783.45
Kepler-326 c,Transit,2014,0,4.58035800,1.400,17.40000,0.051000,0.000000,889,303.62
Kepler-326 d,Transit,2014,0,6.76688800,1.210,6.90000,0.066000,0.000000,781,180.64
Kepler-327 b,Transit,2014,0,2.54957500,1.110,1.41000,0.029000,0.000000,682,73.06
Kepler-327 c,Transit,2014,0,5.21233300,1.030,20.30000,0.047000,0.000000,537,28.27
Kepler-327 d,Transit,2014,0,13.96945700,1.730,3.64000,0.090000,0.000000,387,7.59
Kepler-331 b,Transit,2014,0,8.45749600,1.820,3.97000,0.065000,0.000000,540,35.98
Kepler-331 c,Transit,2014,0,17.28111000,1.840,4.04000,0.105000,0.000000,425,13.89
Kepler-331 d,Transit,2014,0,32.13432800,1.640,3.33000,0.159000,0.000000,346,6.07
Kepler-332 b,Transit,2014,0,7.62632400,1.170,1.71000,0.070000,0.000000,703,53.71
Kepler-332 c,Transit,2014,0,15.99562200,1.090,1.32000,0.114000,0.000000,550,19.99
Kepler-332 d,Transit,2014,0,34.21154000,1.180,1.76000,0.189000,0.000000,427,7.25
Kepler-334 b,Transit,2014,0,5.47031900,1.120,1.46000,0.061000,0.000000,1090,300.98
Kepler-334 c,Transit,2014,0,12.75800500,1.430,2.63000,0.107000,0.000000,822,97.21
Kepler-334 d,Transit,2014,0,25.09849000,1.410,2.57000,0.168000,0.000000,656,39.48
Kepler-336 b,Transit,2014,0,2.02482300,1.020,1.04000,0.033000,0.000000,1625,1652.50
Kepler-336 c,Transit,2014,0,9.60000100,2.100,5.06000,0.092000,0.000000,967,206.91
Kepler-336 d,Transit,2014,0,20.67877200,2.370,6.21000,0.154000,0.000000,749,74.36
Kepler-339 b,Transit,2014,0,4.97765600,1.420,2.60000,0.055000,0.000000,1023,159.94
Kepler-339 c,Transit,2014,0,6.98805500,1.150,7.30000,0.069000,0.000000,914,101.84
Kepler-339 d,Transit,2014,0,10.55834500,1.170,14.70000,0.091000,0.000000,796,58.65
Kepler-350 b,Transit,2014,0,11.18956200,1.850,4.08000,0.104000,0.000000,1037,257.72
Kepler-350 c,Transit,2013,0,17.84900000,3.100,6.10000,0.138500,0.000000,888,138.41
Kepler-350 d,Transit,2013,0,26.13600000,2.800,14.90000,0.178600,0.000000,782,83.24
Kepler-351 b,Transit,2014,0,37.05491900,3.060,4.80000,0.214000,0.000000,498,11.98
Kepler-351 c,Transit,2014,0,57.24809000,3.190,11.10000,0.287000,0.000000,431,6.71
Kepler-351 d,Transit,2016,0,142.54424700,2.720,7.85000,0.517700,0.000000,318,1.99
Kepler-352 b,Transit,2014,0,10.05537000,0.860,0.56600,0.085000,0.000000,694,50.39
Kepler-352 c,Transit,2014,0,16.33299500,1.240,2.07000,0.118000,0.000000,591,26.37
Kepler-352 d,Transit,2021,0,6.88727999,0.806,0.44900,0.065700,0.000000,788,90.91
Kepler-354 b,Transit,2014,0,5.47666000,1.840,4.04000,0.054000,0.000000,741,64.84
Kepler-354 c,Transit,2014,0,16.93440200,1.310,2.27000,0.115000,0.000000,508,14.40
Kepler-354 d,Transit,2014,0,24.20984200,1.240,2.07000,0.146000,0.000000,451,8.95
Kepler-357 b,Transit,2014,0,6.47543400,1.840,4.04000,0.063000,0.000000,793,69.57
Kepler-357 c,Transit,2014,0,16.85837000,2.670,7.61000,0.120000,0.000000,576,19.40
Kepler-357 d,Transit,2014,0,49.49987500,3.430,11.60000,0.246000,0.000000,402,4.62
Kepler-359 b,Transit,2014,0,25.56322200,3.530,12.20000,0.178000,0.000000,671,47.94
Kepler-359 c,Transit,2014,0,57.68802000,4.300,2.90000,0.307000,0.000000,512,16.19
Kepler-359 d,Transit,2014,0,77.09569100,4.010,2.70000,0.372000,0.000000,464,11.00
Kepler-363 b,Transit,2014,0,3.61456800,1.160,1.65000,0.048000,0.000000,1347,1000.24
Kepler-363 c,Transit,2014,0,7.54242700,1.690,66.40000,0.079000,0.000000,1054,376.29
Kepler-363 d,Transit,2014,0,11.93212500,2.050,4.86000,0.107000,0.000000,905,203.76
Kepler-372 b,Transit,2014,0,6.84969200,1.360,2.42000,0.075000,0.000000,1081,384.63
Kepler-372 c,Transit,2014,0,20.05376300,2.090,5.02000,0.154000,0.000000,755,91.88
Kepler-372 d,Transit,2014,0,30.09256800,1.690,3.50000,0.201000,0.000000,660,53.47
Kepler-374 b,Transit,2014,0,1.89780600,1.030,1.08000,0.029000,0.000000,1761,2014.66
Kepler-374 c,Transit,2014,0,3.28280700,1.100,1.37000,0.042000,0.000000,1467,966.59
Kepler-374 d,Transit,2014,0,5.02821900,1.310,2.27000,0.056000,0.000000,1272,548.10
Kepler-381 b,Transit,2014,0,5.62902100,0.990,0.93700,0.066000,0.000000,1576,716.09
Kepler-381 c,Transit,2014,0,13.39163500,1.120,1.46000,0.117000,0.000000,1180,225.33
Kepler-381 d,Transit,2021,0,8.25629997,1.067,1.23000,0.085000,0.000000,1387,874.56
Kepler-385 b,Transit,2014,0,10.04368600,2.730,12.80000,0.097000,0.000000,951,143.92
Kepler-385 c,Transit,2014,0,15.16316100,3.040,13.20000,0.127000,0.000000,829,83.16
Kepler-385 d,Transit,2020,0,56.41590000,2.619,7.36000,0.302400,0.000000,535,19.37
Kepler-394 b,Transit,2014,0,8.00501300,1.600,3.19000,0.083000,0.000000,1035,164.78
Kepler-394 c,Transit,2014,0,12.13068600,1.660,3.39000,0.110000,0.000000,901,94.53
Kepler-394 d,Transit,2021,0,5.61358023,1.501,2.86000,0.064600,0.000000,1165,435.61
Kepler-398 b,Transit,2014,0,4.08142300,0.930,0.74900,0.044000,0.000000,755,81.29
Kepler-398 c,Transit,2014,0,11.41941200,1.010,1.01000,0.087000,0.000000,536,20.56
Kepler-398 d,Transit,2016,0,6.83437001,0.880,0.61500,0.061800,0.000000,636,40.83
Kepler-399 b,Transit,2014,0,14.42528100,0.960,0.84000,0.103000,0.000000,773,35.63
Kepler-399 c,Transit,2014,0,26.67569000,1.430,2.63000,0.155000,0.000000,630,15.69
Kepler-399 d,Transit,2014,0,58.03461600,1.890,4.23000,0.261000,0.000000,486,5.57
Kepler-401 b,Transit,2014,0,14.38303500,1.710,3.57000,0.122000,0.000000,889,254.25
Kepler-401 c,Transit,2014,0,47.31821800,2.150,5.27000,0.269000,0.000000,598,52.00
Kepler-401 d,Transit,2016,0,184.25640500,2.270,5.77000,0.650300,0.000000,380,8.48
Kepler-403 b,Transit,2014,0,7.03146200,1.250,2.10000,0.076000,0.000000,1194,689.46
Kepler-403 c,Transit,2014,0,54.28074900,1.750,3.71000,0.297000,0.000000,604,45.15
Kepler-403 d,Transit,2016,0,13.61159129,1.420,2.60000,0.121100,0.000000,958,285.30
Kepler-42 b,Transit,2011,0,1.21376720,0.780,0.39900,0.011600,0.040000,519,22.39
Kepler-42 c,Transit,2011,0,0.45328509,0.730,0.31500,0.006000,0.000000,720,82.12
Kepler-42 d,Transit,2011,0,1.86516900,0.570,0.13000,0.015400,0.020000,450,12.54
Kepler-431 b,Transit,2015,0,6.80300000,0.764,0.37000,0.071900,0.000000,1032,577.54
Kepler-431 c,Transit,2015,0,8.70300000,0.668,0.22900,0.084700,0.000000,951,415.55
Kepler-431 d,Transit,2015,0,11.92200000,1.110,1.41000,0.104500,0.000000,856,272.84
Kepler-445 b,Transit,2015,0,2.98415100,1.580,3.12000,0.021700,0.000000,401,17.66
Kepler-445 c,Transit,2015,0,4.87122900,2.510,6.85000,0.030100,0.000000,341,9.18
Kepler-445 d,Transit,2015,0,8.15275000,1.250,2.10000,0.043900,0.000000,305,4.31
Kepler-446 b,Transit,2015,0,1.56540900,1.500,2.86000,0.018200,0.000000,648,16.21
Kepler-446 c,Transit,2015,0,3.03617900,1.110,1.41000,0.028300,0.000000,520,6.71
Kepler-446 d,Transit,2015,0,5.14892100,1.350,2.39000,0.040300,0.000000,436,3.31
Kepler-450 b,Transit,2015,0,28.45485100,6.140,19.40000,0.199300,0.020000,769,94.33
Kepler-450 c,Transit,2015,0,15.41313500,2.620,12.50000,0.132400,0.020000,944,213.73
Kepler-450 d,Transit,2015,0,7.51464000,0.837,17.60000,0.082000,0.140000,1199,557.21
Kepler-451 c,Eclipse Timing Variations,2022,0,1460.00000000,13.500,511.70374,,0.290000,,
Kepler-451 d,Eclipse Timing Variations,2022,0,43.00000000,13.500,559.37800,,0.000000,,
Kepler-457 d,Transit,2021,0,10.69060040,2.985,9.19000,0.099600,0.000000,1008,244.47
Kepler-46 b,Transit,2012,0,33.60134000,9.057,1907.00000,0.196800,0.010000,543,10.90
Kepler-46 c,Transit Timing Variations,2012,0,57.01100000,13.500,119.49900,0.279900,0.014600,455,
Kepler-46 d,Transit,2014,0,6.76658900,1.640,3.33000,0.067000,0.000000,845,92.35
Kepler-47 b,Transit,2012,0,49.46430000,3.050,2.07000,0.287700,0.021000,,
Kepler-47 c,Transit,2012,0,303.22700000,4.650,3.17000,0.963800,0.044000,,
Kepler-47 d,Transit,2019,0,187.36600000,7.040,19.02000,0.699200,0.024000,,
Kepler-487 b,Transit,2016,0,15.35876840,11.420,,0.115700,0.000000,662,51.49
Kepler-487 c,Transit,2016,0,38.65199760,2.680,7.65000,0.214100,0.000000,487,15.04
Kepler-487 d,Transit,2021,0,2.41839004,2.775,8.12000,0.033700,0.000000,1226,535.84
Kepler-51 b,Transit,2012,0,45.15400000,7.100,2.10000,0.251400,0.040000,543,10.12
Kepler-51 c,Transit,2012,0,85.31200000,9.000,4.00000,0.384000,0.014000,439,4.33
Kepler-51 d,Transit,2014,0,130.19400000,9.700,7.60000,0.509000,0.008000,381,2.47
Kepler-52 b,Transit,2012,0,7.87735650,2.100,135.00000,0.063700,0.000000,553,22.72
Kepler-52 c,Transit,2012,0,16.38500210,1.840,45.40000,0.103790,0.000000,433,8.55
Kepler-52 d,Transit,2014,0,36.44517100,1.950,4.46000,0.182000,0.000000,332,2.94
Kepler-529 b,Transit,2016,0,1.98035766,1.860,4.12000,0.030900,0.000000,1662,1808.41
Kepler-529 c,Transit,2016,0,12.83450220,2.000,4.66000,0.107500,0.000000,891,149.42
Kepler-529 d,Transit,2021,0,35.86619949,2.795,8.22000,0.213400,0.000000,633,37.92
Kepler-53 b,Transit,2012,0,18.64895250,2.890,111.00000,0.139000,0.000000,701,61.00
Kepler-53 c,Transit,2012,0,38.55830380,3.170,36.00000,0.225500,0.000000,550,23.18
Kepler-53 d,Transit,2014,0,9.75196200,2.120,5.14000,0.091000,0.000000,870,144.85
Kepler-54 b,Transit,2012,0,8.01094340,2.100,21.50000,0.061900,0.000000,453,12.36
Kepler-54 c,Transit,2012,0,12.07172490,1.230,19.80000,0.080900,0.000000,395,3.07
Kepler-54 d,Transit,2014,0,20.99569400,1.530,2.96000,0.126000,0.000000,328,3.42
Kepler-56 b,Transit,2012,0,10.50160000,6.510,22.10000,0.102800,0.040000,1378,819.25
Kepler-56 c,Transit,2012,0,21.40239000,9.800,181.00000,0.165200,0.000000,1087,317.21
Kepler-56 d,Radial Velocity,2016,0,1002.00000000,12.800,1784.00000,2.160000,0.200000,,
Kepler-58 b,Transit,2012,0,10.21849540,2.780,35.50000,0.092700,0.000000,920,112.99
Kepler-58 c,Transit,2012,0,15.57415680,2.860,53.00000,0.122800,0.000000,799,64.39
Kepler-58 d,Transit,2014,0,40.10137100,2.940,8.96000,0.236000,0.000000,583,18.24
Kepler-60 b,Transit,2012,0,7.13340000,1.710,4.19000,0.071900,0.000000,1102,318.00
Kepler-60 c,Transit,2012,0,8.91870000,1.900,3.85000,0.083500,0.000000,1023,236.00
Kepler-60 d,Transit,2012,0,11.89810000,1.990,4.16000,0.101200,0.000000,929,161.00
Kepler-603 b,Transit,2016,0,21.05358596,2.650,7.51000,0.150200,0.000000,731,119.99
Kepler-603 c,Transit,2016,0,127.90757740,6.500,34.50000,0.500100,0.000000,401,10.82
Kepler-603 d,Transit,2016,0,6.21712920,1.320,2.30000,0.066600,0.000000,1098,610.28
Kepler-616 b,Transit,2016,0,9.99761851,2.430,6.48000,0.092700,0.000000,860,129.18
Kepler-616 c,Transit,2016,0,90.41135560,3.410,11.50000,0.402400,0.000000,413,6.86
Kepler-616 d,Transit,2021,0,51.06740189,2.653,7.52000,0.274900,0.000000,499,14.69
Kepler-68 b,Transit,2013,0,5.39880000,2.354,7.65000,0.061700,0.000000,1280,439.92
Kepler-68 c,Transit,2013,0,9.60510000,0.920,2.04000,0.090590,0.000000,941,204.48
Kepler-68 d,Radial Velocity,2013,0,634.60000000,13.900,267.00000,1.400000,0.112000,,
Kepler-770 b,Transit,2016,0,18.92540274,2.300,5.90000,0.169400,0.000000,1171,27.74
Kepler-770 c,Transit,2016,0,1.47532231,1.200,1.87000,0.030900,0.000000,2740,833.59
Kepler-770 d,Transit,2016,0,4.15244722,1.400,2.54000,0.061600,0.000000,1941,209.75
Kepler-81 b,Transit,2012,0,5.95500000,2.420,17.20000,0.052200,0.000000,635,39.95
Kepler-81 c,Transit,2012,0,12.04000000,2.370,4.30000,0.083470,0.000000,502,15.62
Kepler-81 d,Transit,2014,0,20.83784600,1.210,1.92000,0.128000,0.000000,418,7.51
Kepler-83 b,Transit,2012,0,9.77000000,2.830,42.10000,0.072950,0.000000,460,15.41
Kepler-83 c,Transit,2012,0,20.09000000,2.360,11.40000,0.117960,0.000000,362,5.90
Kepler-83 d,Transit,2014,0,5.16979600,1.940,24.60000,0.051000,0.000000,569,28.81
Kepler-88 d,Radial Velocity,2020,0,1403.00000000,13.100,965.14700,,0.410000,,
Kepler-9 b,Transit,2010,0,19.23891000,8.290,43.40000,0.143000,0.060900,661,48.23
Kepler-9 c,Transit,2010,0,38.98530000,8.080,29.90000,0.227000,0.066910,523,18.90
Kepler-9 d,Transit,2010,0,1.59285100,1.640,3.33000,0.027300,0.000000,2026,1339.66
Kepler-92 b,Transit,2013,0,13.74900000,3.510,64.30000,0.117400,0.170000,975,257.78
Kepler-92 c,Transit,2013,0,26.72300000,2.600,6.10000,0.182900,0.040000,781,106.21
Kepler-92 d,Transit,2015,0,49.35680000,2.067,4.93000,0.275400,0.070000,637,46.84
Kepler-968 b,Transit,2016,0,3.69298373,2.000,4.66000,0.038900,0.000000,745,103.91
Kepler-968 c,Transit,2016,0,5.70940492,1.690,3.50000,0.052000,0.000000,644,58.15
PSR B1257+12 b,Pulsar Timing,1994,0,25.26200000,0.338,0.02000,0.190000,0.000000,,
PSR B1257+12 c,Pulsar Timing,1992,0,66.54190000,1.910,4.30000,0.360000,0.018600,,
PSR B1257+12 d,Pulsar Timing,1992,0,98.21140000,1.800,3.90000,0.460000,0.026400,,
TOI-125 b,Transit,2019,0,4.65382000,2.726,9.50000,0.051860,0.194000,1037,185.00
TOI-125 c,Transit,2019,0,9.15059000,2.759,6.63000,0.081400,0.066000,828,77.59
TOI-125 d,Transit,2020,0,19.98000000,2.930,13.60000,0.137000,0.168000,638,26.70
TOI-1749 b,Transit,2021,0,2.38839000,1.390,57.00000,0.029100,0.140000,831,
TOI-1749 c,Transit,2021,0,4.49290000,2.120,14.00000,0.044300,0.019000,673,29.20
TOI-1749 d,Transit,2021,0,9.04970000,2.520,15.00000,0.070700,0.062000,533,5.51
TOI-2076 b,Transit,2021,0,10.35509000,2.518,6.89000,0.068200,,797,84.06
TOI-2076 c,Transit,2021,0,21.01538000,3.497,12.00000,0.109300,,630,32.70
TOI-2076 d,Transit,2021,0,35.12537000,3.232,10.50000,0.153900,,530,16.50
TOI-270 b,Transit,2019,0,3.36015380,1.206,1.58000,0.031970,0.034000,581,19.93
TOI-270 c,Transit,2019,0,5.66057310,2.355,6.15000,0.045260,0.027000,488,9.94
TOI-270 d,Transit,2019,0,11.37957300,2.133,4.78000,0.072100,0.032000,387,3.92
TOI-431 b,Transit,2021,0,0.49004700,1.280,3.07000,0.011300,0.000000,1862,2120.45
TOI-431 c,Radial Velocity,2021,0,4.84940000,1.490,2.83000,0.052000,0.000000,867,
TOI-431 d,Transit,2021,0,12.46103000,3.290,9.90000,0.098000,0.000000,633,28.36
TOI-451 b,Transit,2020,0,1.85870300,1.910,4.31000,0.028300,0.000000,1491,695.19
TOI-451 c,Transit,2020,0,9.19252200,3.100,9.80000,0.082300,0.000000,875,82.52
TOI-451 d,Transit,2020,0,16.36498800,4.070,15.60000,0.120800,0.000000,722,38.24
TOI-700 b,Transit,2020,0,9.97702000,1.037,1.11000,0.067700,0.081000,417,5.00
TOI-700 c,Transit,2020,0,16.05111000,2.650,7.51000,0.092900,0.078000,356,2.66
TOI-700 d,Transit,2020,0,37.42475000,1.144,1.57000,0.163300,0.111000,269,0.85
TOI-712 b,Transit,2022,0,9.53136100,2.049,4.85000,0.079280,0.540000,650,22.60
TOI-712 c,Transit,2022,0,51.69906000,2.701,7.76000,0.244700,0.089000,370,3.08
TOI-712 d,Transit,2022,0,84.83960000,2.474,6.68000,0.340500,0.073000,314,1.60
Wolf 1061 b,Radial Velocity,2015,0,4.88690000,1.210,1.91000,0.037500,0.150000,,7.34
Wolf 1061 c,Radial Velocity,2015,0,17.87190000,1.660,3.41000,0.089000,0.110000,,1.30
Wolf 1061 d,Radial Velocity,2015,0,217.21000000,2.690,7.70000,0.470000,0.550000,,0.06
YZ Cet b,Radial Velocity,2017,0,2.02087000,0.913,0.70000,0.016340,0.060000,471,8.21
YZ Cet c,Radial Velocity,2017,0,3.05989000,1.050,1.14000,0.021560,0.000000,410,4.72
YZ Cet d,Radial Velocity,2017,0,4.65626000,1.030,1.09000,0.028510,0.070000,357,2.70
pi Men c,pi Men,Transit,2018,0,6.26790772,2.060,3.63000,0.068647,0.076939,1170
pi Men d,Radial Velocity,2022,0,124.64000000,3.720,13.38000,,0.220000,
ups And b,ups And,Radial Velocity,1996,0,4.61703300,14.000,218.53100,0.059222,0.021500,,
ups And c,1999,Radial Velocity,0,241.25800000,12.300,4443.24113,0.827774,0.259600,,
Radial Velocity,1999,0,1276.46000000,12.500,3257.74117,2.513290,0.298700,,
