Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
14 Her b,Radial Velocity,2002,0,1765.03890112,12.600,2586.74645,2.773069,0.372689,,
24 Sex b,Radial Velocity,2010,0,452.80000000,13.400,632.46000,1.333000,0.090000,,
24 Sex c,Radial Velocity,2010,0,883.00000000,13.900,273.32000,2.080000,0.290000,,
7 CMa b,Radial Velocity,2011,0,735.10000000,13.400,587.98550,1.758000,0.060000,,
7 CMa c,Radial Velocity,2019,0,996.00000000,13.900,276.51210,2.153000,0.080000,,
AU Mic b,Transit,2020,0,8.46299910,4.070,20.12000,0.064500,0.186000,593,76.64
AU Mic c,Transit,2021,0,18.85899100,3.240,9.60000,0.110100,0.041000,454,
BD+20 2457 b,Radial Velocity,2009,0,379.63000000,11.600,17668.16970,1.050000,0.150000,,
BD+20 2457 c,Radial Velocity,2009,0,621.99000000,12.400,3963.17000,2.010000,0.180000,,
BD-06 1339 b,Radial Velocity,2013,0,3.87280000,2.850,8.50000,0.042800,0.000000,,
BD-06 1339 c,Radial Velocity,2013,0,125.94000000,8.380,53.00000,0.435000,0.310000,,
BD-08 2823 b,Radial Velocity,2009,0,5.60000000,3.610,12.71320,0.060000,0.150000,,
BD-08 2823 c,Radial Velocity,2009,0,237.60000000,12.500,104.00000,0.680000,0.190000,,
BD-11 4672 b,Radial Velocity,2014,0,1634.00000000,14.100,206.58950,2.360000,0.050000,,
BD-11 4672 c,Radial Velocity,2020,0,74.20000000,4.040,15.37000,0.300000,0.400000,,
CoRoT-20 b,Transit,2011,0,9.24285000,9.416,1366.66900,0.090000,0.590000,1024,180.87
CoRoT-20 c,Radial Velocity,2018,0,1675.00000000,12.200,5403.11000,2.900000,0.600000,,
CoRoT-24 b,Transit,2014,0,5.11340000,3.700,5.70000,0.056000,0.000000,1070,
CoRoT-24 c,Transit,2014,0,11.75900000,5.000,28.00000,0.098000,0.000000,850,
EPIC 201615463 c,Transit,2019,0,3.80464000,1.220,1.98000,,,,
EPIC 201833600 c,Transit,2019,0,3.96151000,1.000,0.97200,,,,
EPIC 205950854 c,Transit,2019,0,8.05072200,1.310,2.27000,,,961,
EPIC 206042996 b,Transit,2019,0,5.29860000,1.700,3.53000,,,,
EPIC 206042996 c,Transit,2021,0,0.35488400,1.200,1.87000,,,,
EPIC 206317286 b,Transit,2019,0,1.58252000,0.960,0.84000,,,,
EPIC 206317286 c,Transit,2022,0,17.51547200,2.094,5.03000,,,,
EPIC 212297394 b,Transit,2019,0,2.28936300,1.480,2.79000,,,1149,
EPIC 212297394 c,Transit,2016,0,5.21396500,2.270,5.77000,,,866,
EPIC 212587672 b,Transit,2019,0,15.28078000,1.260,2.13000,,,756,
EPIC 212587672 c,Transit,2016,0,23.22855500,2.320,5.99000,,,658,
EPIC 212624936 b,Transit,2021,0,0.57865700,1.200,1.87000,,,,
EPIC 212624936 c,Transit,2021,0,11.81143700,2.300,5.90000,,,,
EPIC 212737443 b,Transit,2019,0,13.60300000,2.586,7.20000,0.098000,0.200000,536,
EPIC 212737443 c,Transit,2019,0,65.55000000,2.690,7.70000,0.280000,0.200000,316,
EPIC 220554210 c,Transit,2019,0,0.70531000,1.600,3.19000,,,,
EPIC 220674823 b,Transit,2016,0,0.57121200,1.600,7.72000,0.013120,0.000000,2119,4293.00
EPIC 220674823 c,Transit,2016,0,13.33461500,2.200,5.80000,0.109100,0.180000,741,64.00
G 264-012 b,Radial Velocity,2021,0,2.30538000,1.390,2.50000,0.022790,,587,20.50
G 264-012 c,Radial Velocity,2021,0,8.05180000,1.760,3.75000,0.052500,,387,3.87
GJ 1132 b,Transit,2015,0,1.62893100,1.130,1.66000,0.015300,0.220000,529,20.96
GJ 1132 c,Radial Velocity,2018,0,8.92900000,1.430,2.64000,0.047600,0.270000,300,
GJ 1148 b,Radial Velocity,2010,0,41.38000000,11.900,96.70000,0.166000,0.380000,,
GJ 1148 c,Radial Velocity,2017,0,532.58000000,9.710,68.06000,0.912000,0.342000,,
GJ 143 b,Transit,2019,0,35.61253000,2.610,22.70000,0.191500,0.188000,422,5.62
GJ 15 A b,Radial Velocity,2014,1,11.44070000,1.550,3.03000,0.072000,0.094000,550,
GJ 15 A c,Radial Velocity,2018,0,7600.00000000,6.670,36.00000,5.400000,0.270000,,
GJ 2030 b,Radial Velocity,2022,0,2.38128933,1.980,4.59248,0.034411,0.239302,,
GJ 2030 c,Radial Velocity,2022,0,25533.11353048,12.300,4067.84698,16.763449,0.040554,,
GJ 229 A c,Radial Velocity,2020,0,121.93267601,2.870,8.57613,0.384214,0.365639,,
GJ 229 b,Radial Velocity,2014,0,579.47494672,3.960,14.85045,1.086215,0.403522,,
GJ 273 b,Radial Velocity,2017,0,18.64980000,1.510,2.89000,0.091101,0.100000,,1.06
GJ 273 c,Radial Velocity,2017,0,4.72340000,1.060,1.18000,0.036467,0.170000,,6.66
GJ 317 b,Radial Velocity,2007,0,695.66000000,13.300,794.50000,1.151000,0.070000,,
GJ 317 c,Radial Velocity,2018,0,6739.32300000,13.500,522.50000,5.230000,0.170000,,
GJ 3323 b,Radial Velocity,2017,0,5.36360000,1.230,2.02000,0.032820,0.230000,,2.58
GJ 3323 c,Radial Velocity,2017,0,40.54000000,1.320,2.31000,0.126400,0.170000,,0.17
GJ 3473 b,Transit,2020,0,1.19800350,1.264,1.86000,0.015890,0.000000,773,59.40
GJ 3473 c,Radial Velocity,2020,0,15.50900000,2.630,7.41000,0.087600,0.000000,329,1.95
GJ 3512 b,Radial Velocity,2019,0,203.69000000,14.300,146.20107,0.337000,0.440000,,
GJ 3512 c,Radial Velocity,2020,0,1599.60000000,9.320,63.56568,1.292000,0.018300,,
GJ 3929 b,Transit,2022,0,2.61623500,1.090,1.75000,0.025200,0.000000,568,17.30
GJ 3929 c,Radial Velocity,2022,0,15.04000000,2.260,5.71000,0.081000,0.000000,317,1.68
GJ 3998 b,Radial Velocity,2016,0,2.64977000,1.380,2.47000,0.029000,0.000000,,
GJ 3998 c,Radial Velocity,2016,0,13.74000000,2.380,6.26000,0.089000,0.049000,,
GJ 411 b,Radial Velocity,2019,0,12.93940000,1.450,2.69000,0.078790,0.063000,350,3.13
GJ 414 A b,Radial Velocity,2021,0,50.80000000,2.630,7.60000,0.232400,0.450000,309,
GJ 414 A c,Radial Velocity,2021,0,749.83000000,8.400,53.83000,1.400000,0.105000,125,
GJ 682 b,Radial Velocity,2014,0,17.47800000,1.930,4.40000,0.080000,0.080000,,
GJ 682 c,Radial Velocity,2014,0,57.32000000,2.890,8.70000,0.176000,0.100000,,
GJ 687 b,Radial Velocity,2014,0,38.14200000,4.320,17.20000,0.163000,0.170000,,
GJ 687 c,Radial Velocity,2020,0,727.56200000,4.140,16.00000,1.165000,0.400000,,
GJ 849 b,Radial Velocity,2006,0,1915.00000000,13.900,286.04557,2.409000,0.038000,,
GJ 849 c,Radial Velocity,2014,0,7068.00000000,14.000,223.11554,4.974000,0.099000,,
GJ 887 b,Radial Velocity,2020,0,9.26200000,1.880,4.20000,0.068000,0.000000,468,7.95
GJ 887 c,Radial Velocity,2020,0,21.78900000,2.670,7.60000,0.120000,,352,2.56
HAT-P-11 b,Transit,2008,0,4.88780244,4.360,26.69772,0.052540,0.218000,838,100.77
HAT-P-11 c,Radial Velocity,2018,0,3407.00000000,13.300,731.00900,4.130000,0.601000,,
HAT-P-13 b,Transit,2009,0,2.91625000,14.258,270.46200,0.043830,0.013300,1740,1978.52
HAT-P-13 c,Radial Velocity,2009,0,446.27000000,12.300,4538.42100,1.258000,0.661600,340,
HAT-P-17 b,Transit,2010,0,10.33852000,11.769,184.34140,0.088200,0.350000,792,62.59
HAT-P-17 c,Radial Velocity,2010,0,5584.00000000,13.100,1080.60000,5.600000,0.390000,,
HAT-P-44 b,Transit,2014,0,4.30121900,13.922,111.87100,0.050700,0.044000,1108,185.12
HAT-P-44 c,Radial Velocity,2014,0,872.20000000,13.000,1271.30000,1.752000,0.494000,,
HATS-59 b,Transit,2018,0,5.41608100,12.621,256.17098,0.061120,0.129000,1128,269.00
HATS-59 c,Radial Velocity,2018,0,1422.00000000,12.300,4036.44100,2.504000,0.083000,176,0.16
HD 102329 b,Radial Velocity,2011,0,778.09998000,12.600,2593.49280,1.810000,0.210000,,
HD 102329 c,Radial Velocity,2018,0,1123.00000000,13.500,483.10160,,0.209000,,
HD 105618 b,Radial Velocity,2022,0,10.02244605,5.400,25.14472,0.091240,0.454676,,
HD 105618 c,Radial Velocity,2022,0,77114.07157859,11.900,8550.26928,35.747028,0.126319,,
HD 106315 b,Transit,2017,0,9.55237000,2.440,12.60000,0.090700,0.093000,1153,240.00
HD 106315 c,Transit,2017,0,21.05704000,4.350,15.20000,0.153600,0.220000,886,83.00
HD 107148 b,Radial Velocity,2005,0,48.05600000,9.600,66.74100,0.269000,0.050000,,
HD 107148 c,Radial Velocity,2021,0,18.32670000,4.700,19.89606,0.140700,0.340000,,
HD 108874 b,Radial Velocity,2002,0,394.48123000,13.600,451.31860,1.040000,0.130000,,
HD 108874 c,Radial Velocity,2005,0,1624.00000000,13.800,314.64000,2.659000,0.239000,,
HD 109271 b,Radial Velocity,2013,0,7.85430000,4.310,17.16200,0.079000,0.250000,,
HD 109271 c,Radial Velocity,2013,0,30.93000000,5.270,24.15400,0.196000,0.150000,,
HD 110113 b,Transit,2021,0,2.54100000,2.050,4.55000,0.035000,0.093000,1371,735.49
HD 110113 c,Radial Velocity,2021,0,6.74400000,3.230,10.50000,0.068000,0.045000,990,199.90
HD 111232 b,Radial Velocity,2003,0,1169.13201636,12.600,2626.80240,2.147271,0.213617,,
HD 111232 c,Radial Velocity,2022,0,26472.44622716,12.100,6085.55500,17.205919,0.558246,,
HD 113337 b,Radial Velocity,2013,0,317.58638571,13.100,1032.00909,1.021796,0.279903,,
HD 113337 c,Radial Velocity,2022,0,5429.93477336,12.100,6268.96682,6.828140,0.164097,,
HD 11343 c,Radial Velocity,2022,0,228.53731482,13.900,253.39075,0.922152,0.168579,,
HD 113538 b,Radial Velocity,2010,0,663.20000000,13.200,114.41000,1.240000,0.140000,,
HD 113538 c,Radial Velocity,2010,0,1818.00000000,13.800,295.57000,2.440000,0.200000,,
HD 114783 b,Radial Velocity,2001,0,493.70000000,13.700,349.60000,1.160000,0.144000,,
HD 114783 c,Radial Velocity,2018,0,4319.00000000,14.100,194.19413,4.970000,0.000000,,
HD 115404 A b,Radial Velocity,2022,0,10.49487691,6.000,30.03873,0.088127,0.231551,,
HD 115404 A c,Radial Velocity,2022,0,15319.22517076,12.500,3299.58202,11.294908,0.211449,,
HD 116029 b,Radial Velocity,2011,0,670.00000000,13.600,444.96200,1.650000,0.000000,,
HD 116029 c,Radial Velocity,2018,0,907.00000000,13.700,403.64410,,0.038000,,
HD 11964 b,Radial Velocity,2005,0,1945.00000000,14.100,198.00000,3.160000,0.041000,,
HD 11964 c,Radial Velocity,2008,0,37.91000000,5.380,25.00000,0.229000,0.300000,,
HD 12235 b,Radial Velocity,2022,0,4.36304899,3.200,10.33369,0.053918,0.376428,,
HD 12235 c,Radial Velocity,2022,0,36336.70678753,12.500,3171.50491,22.187701,0.174465,,
HD 12661 b,Radial Velocity,2000,0,262.70862000,13.300,772.32690,0.840000,0.380000,,
HD 12661 c,Radial Velocity,2002,0,1708.00000000,13.400,575.88400,2.814500,0.031000,,
HD 128311 b,Radial Velocity,2002,0,453.01900000,13.500,562.24127,1.084000,0.303000,,
HD 128311 c,Radial Velocity,2005,0,921.53800000,13.000,1204.25787,1.740000,0.159000,,
HD 133131 A b,Radial Velocity,2016,0,649.00000000,13.600,451.31860,1.440000,0.330000,,
HD 133131 A c,Radial Velocity,2016,0,3568.00000000,14.300,133.48860,4.490000,0.490000,,
HD 134060 b,Radial Velocity,2019,0,3.26960000,3.160,10.10000,0.044400,0.450000,,
HD 134060 c,Radial Velocity,2019,0,1291.56460000,5.910,29.29000,2.392800,0.110000,,
HD 134987 b,Radial Velocity,1999,0,258.17999000,13.500,511.70630,0.810000,0.230000,,
HD 134987 c,Radial Velocity,2009,0,5000.00000000,13.900,260.00000,5.800000,0.120000,,
HD 137496 b,Transit,2021,0,1.62116000,1.310,4.04000,0.027320,0.000000,2130,
HD 137496 c,Radial Velocity,2021,0,479.90000000,12.600,2434.56560,1.216300,0.477000,370,
HD 13808 b,Radial Velocity,2021,0,14.18150000,3.350,11.20000,0.105190,0.071000,,
HD 13808 c,Radial Velocity,2021,0,53.75300000,3.130,9.96000,0.255400,0.156000,,
HD 13908 b,Radial Velocity,2013,0,19.38200000,13.900,274.91000,0.154000,0.020000,,
HD 13908 c,Radial Velocity,2013,0,931.00000000,12.800,1630.40000,2.030000,0.120000,,
HD 140901 b,Radial Velocity,2022,0,9.02377598,3.930,14.64775,0.084501,0.472252,,
HD 140901 c,Radial Velocity,2022,0,7417.50547213,12.800,1685.33019,7.343138,0.607482,,
HD 145675 c,Radial Velocity,2021,0,15732.45889178,12.900,1582.94652,11.938641,0.392756,,
HD 1461 b,Radial Velocity,2010,0,5.77152000,2.420,6.44000,0.063400,0.172000,,
HD 1461 c,Radial Velocity,2015,0,13.50520000,2.230,5.59000,0.111700,0.305000,,
HD 147018 b,Radial Velocity,2009,0,44.23600000,13.400,674.00000,0.238800,0.468600,,
HD 147018 c,Radial Velocity,2009,0,1008.00000000,12.700,2080.00000,1.922000,0.133000,,
HD 147873 b,Radial Velocity,2016,0,116.59600000,12.800,1633.64620,0.522000,0.207000,,
HD 147873 c,Radial Velocity,2016,0,491.54000000,13.300,731.00900,1.360000,0.230000,,
HD 148164 b,Radial Velocity,2018,0,328.55000000,13.700,390.93090,0.993000,0.587000,,
HD 148164 c,Radial Velocity,2018,0,5062.00000000,12.800,1640.00280,6.150000,0.125000,,
HD 151450 b,Radial Velocity,2022,0,21.89287913,6.810,37.24604,0.159926,0.495560,,
HD 151450 c,Radial Velocity,2022,0,18144.76235720,12.800,1634.10971,14.100560,0.137994,,
HD 152843 b,Transit,2021,0,11.62640000,3.410,11.56000,0.105300,0.140000,1120,255.70
HD 152843 c,Transit,2021,0,24.38000000,5.830,27.50000,,0.115000,,
HD 15337 b,Transit,2019,0,4.75615000,1.640,7.51000,0.052200,0.090000,1001,161.73
HD 15337 c,Transit,2019,0,17.17840000,2.390,8.11000,0.126800,0.050000,642,29.18
HD 154857 b,Radial Velocity,2004,0,408.60001000,13.300,778.68350,1.290000,0.460000,,
HD 154857 c,Radial Velocity,2014,0,3452.00000000,13.200,819.97000,5.360000,0.060000,,
HD 155358 b,Radial Velocity,2007,0,194.30000000,13.800,314.65170,0.630000,0.170000,,
HD 155358 c,Radial Velocity,2007,0,391.90000000,13.900,261.00000,1.020000,0.160000,,
HD 155918 b,Radial Velocity,2022,0,1.87567261,2.650,7.50192,0.030046,-0.079533,,
HD 155918 c,Radial Velocity,2022,0,17202.19446178,12.800,1849.85628,13.125939,0.071030,,
HD 156098 b,Radial Velocity,2022,0,21.85848995,4.310,17.14419,0.166479,0.108643,,
HD 156098 c,Radial Velocity,2022,0,7841.58389773,12.800,1661.50392,8.301568,0.391098,,
HD 156279 b,Radial Velocity,2011,0,133.40355381,12.500,2995.22334,0.501896,0.647243,,
HD 156279 c,Radial Velocity,2018,0,4818.25358194,12.500,3207.01405,5.484633,0.260544,,
HD 156668 b,Radial Velocity,2010,0,4.64550000,1.870,4.15000,0.050000,0.000000,,
HD 156668 c,Radial Velocity,2021,0,811.30000000,6.170,31.49680,1.570000,0.089000,,
HD 159243 b,Radial Velocity,2013,0,12.62000000,13.700,359.13000,0.110000,0.020000,,
HD 159243 c,Radial Velocity,2013,0,248.40000000,13.400,603.90000,0.800000,0.075000,,
HD 159868 b,Radial Velocity,2006,0,1184.10000000,13.300,704.94694,2.320000,0.024000,,
HD 159868 c,Radial Velocity,2012,0,351.00000000,14.000,244.09344,1.032000,0.184000,,
HD 1605 b,Radial Velocity,2015,0,577.20000000,13.800,296.85322,1.492000,0.095000,,
HD 1605 c,Radial Velocity,2015,0,2149.00000000,13.000,1150.54460,3.584000,0.099000,,
HD 163607 b,Radial Velocity,2010,0,75.22030000,13.900,249.05159,0.362000,0.744100,,
HD 163607 c,Radial Velocity,2010,0,1272.00000000,13.300,699.54383,2.390000,0.080000,,
HD 168443 b,Radial Velocity,1998,0,58.11187301,12.600,2422.83767,0.292241,0.529979,,
HD 168443 c,Radial Velocity,2000,0,1753.10959642,12.200,5733.43678,2.840843,0.209760,,
HD 169830 b,Radial Velocity,2000,0,225.67371788,13.200,803.57766,0.764552,0.293956,345,
HD 169830 c,Radial Velocity,2003,0,1818.82339336,12.700,2259.86363,3.073402,0.246156,,
HD 176986 b,Radial Velocity,2017,0,6.48980000,2.260,5.74000,0.062960,0.066000,,83.50
HD 176986 c,Radial Velocity,2017,0,16.81910000,2.980,9.18000,0.118780,0.111000,,23.50
HD 177830 b,Radial Velocity,1999,0,410.10001000,13.500,537.13270,1.140000,0.100000,,
HD 177830 c,Radial Velocity,2010,0,110.90000000,7.870,47.67250,0.513700,0.300000,,
HD 18143 b,Radial Velocity,2022,0,10.28510117,3.230,10.50968,0.087639,0.224176,,
HD 18143 c,Radial Velocity,2022,0,28982.41764205,12.500,3115.44391,17.521435,0.194257,,
HD 183263 b,Radial Velocity,2004,0,624.87403922,13.100,1102.03602,1.459291,0.382509,,
HD 183263 c,Radial Velocity,2008,0,4667.97840705,12.500,2959.02909,5.581571,0.051364,,
HD 187123 b,Radial Velocity,1998,0,3.09658280,14.200,166.21800,0.042600,0.010300,,
HD 187123 c,Radial Velocity,2008,0,3810.00000000,13.400,632.46000,4.890000,0.252000,,
HD 189567 b,Radial Velocity,2021,0,14.28800000,2.850,8.50000,0.111000,0.189000,,
HD 189567 c,Radial Velocity,2021,0,33.68800000,2.540,7.00000,0.197000,0.160000,,
HD 190360 b,Radial Velocity,2003,0,2854.00000000,13.400,572.09113,3.900000,0.340000,150,
HD 190360 c,Radial Velocity,2005,0,17.11100000,4.590,19.06900,0.130400,0.237000,,
HD 192310 b,Radial Velocity,2011,0,74.72000000,4.270,16.90000,0.320000,0.130000,355,
HD 192310 c,Radial Velocity,2011,0,525.80000000,5.250,24.00000,1.180000,0.320000,185,
HD 20003 b,Radial Velocity,2019,0,11.84820000,3.430,11.66000,0.097400,0.360000,,
HD 20003 c,Radial Velocity,2019,0,33.92390000,3.890,14.44000,0.196400,0.100000,,
HD 200964 b,Radial Velocity,2010,0,606.30000000,13.500,508.21017,1.565000,0.087000,,
HD 200964 c,Radial Velocity,2010,0,852.50000000,13.700,385.84562,1.960000,0.243000,,
HD 202696 b,Radial Velocity,2019,0,517.80000000,,634.38868,1.566000,0.011000,,
HD 202696 c,Radial Velocity,2019,0,946.60000000,,592.43512,2.342000,0.028000,,
HD 203387 b,Radial Velocity,2022,0,512.53519584,13.100,1110.49341,1.768964,0.731843,,
HD 203387 c,Radial Velocity,2022,0,2481.07226962,12.600,2375.78917,5.068253,0.201821,,
HD 207832 b,Radial Velocity,2012,0,160.07000000,14.200,177.98480,0.586000,0.197000,,
HD 207832 c,Radial Velocity,2012,0,1155.70000000,14.000,232.01590,2.112000,0.270000,,
HD 213885 b,Transit,2019,0,1.00803500,1.745,8.83000,0.020120,0.000000,2128,3253.81
HD 213885 c,Radial Velocity,2019,0,4.78503000,4.710,19.95000,0.056798,0.000000,1265,
HD 215497 b,Radial Velocity,2009,0,3.93404000,2.400,6.35660,0.050000,0.160000,,
HD 215497 c,Radial Velocity,2009,0,567.94000000,12.500,104.30000,1.282000,0.490000,,
HD 216520 b,Radial Velocity,2020,0,35.45000000,3.180,10.26000,0.198000,0.090000,,
HD 216520 c,Radial Velocity,2020,0,154.43000000,3.030,9.44000,0.528000,0.120000,,
HD 21693 b,Radial Velocity,2019,0,22.67860000,2.800,8.23000,0.145500,0.120000,,
HD 21693 c,Radial Velocity,2019,0,53.73570000,4.340,17.37000,0.258600,0.070000,,
HD 217107 b,Radial Velocity,1998,0,7.12682000,13.600,413.17900,0.080000,0.130000,,
HD 217107 c,Radial Velocity,2005,0,4270.00000000,13.200,826.32000,5.320000,0.517000,,
HD 21749 c,Transit,2019,0,7.78993000,0.892,3.70000,0.069500,,701,42.63
HD 217786 b,Radial Velocity,2011,0,1301.36009179,12.300,4402.88762,2.445020,0.310811,,
HD 217786 c,Radial Velocity,2022,0,2.52220686,2.620,7.35886,0.037863,-0.518659,,
HD 219828 b,Radial Velocity,2007,0,3.83482856,4.570,18.94937,0.048559,0.091450,,
HD 219828 c,Radial Velocity,2016,0,4789.87297306,12.200,5406.99115,5.657321,0.810508,,
HD 24040 b,Radial Velocity,2006,0,3668.00000000,13.000,1226.82380,4.920000,0.040000,,
HD 24040 c,Radial Velocity,2021,0,515.40000000,9.350,63.88351,1.300000,0.110000,,
HD 25912 b,Radial Velocity,2022,0,41.83156448,6.890,38.02619,0.241872,0.050177,,
HD 25912 c,Radial Velocity,2022,0,26308.65618751,12.200,5253.17758,17.779459,0.051292,,
HD 260655 b,Transit,2022,0,2.76953000,1.240,2.14000,0.029330,0.039000,709,42.20
HD 260655 c,Transit,2022,0,5.70588000,1.533,3.09000,0.047490,0.038000,557,16.10
HD 28185 b,Radial Velocity,2001,0,385.52775151,12.800,1853.51476,1.034659,0.054512,,
HD 28185 c,Radial Velocity,2022,0,17417.92078705,12.100,6224.47064,13.109497,0.119580,,
HD 30177 b,Radial Velocity,2002,0,2514.53421506,12.500,2761.28875,3.603011,0.206645,,
HD 30177 c,Radial Velocity,2016,0,12085.45185585,12.700,2084.54271,10.273072,0.038869,,
HD 33844 b,Radial Velocity,2015,0,551.40002000,13.400,638.83830,1.600000,0.150000,,
HD 33844 c,Radial Velocity,2015,0,916.00000000,13.500,556.20250,2.240000,0.130000,,
HD 37605 b,Radial Velocity,2004,0,55.01292000,13.200,854.96270,0.277000,0.674500,,
HD 37605 c,Radial Velocity,2012,0,2720.00000000,13.100,1013.87770,3.740000,0.030000,,
HD 38529 b,Radial Velocity,2000,0,14.30990015,14.100,206.34463,0.114551,0.256497,,
HD 38529 c,Radial Velocity,2000,0,2127.60565656,12.400,3320.46746,3.224617,0.357148,,
HD 4203 b,Radial Velocity,2001,0,431.88000000,13.300,708.76090,1.170000,0.520000,,
HD 4203 c,Radial Velocity,2014,0,6700.00000000,13.300,689.66000,6.950000,0.240000,,
HD 43197 b,Radial Velocity,2010,0,308.92072284,14.200,176.03781,0.881867,0.741938,,
HD 43197 c,Radial Velocity,2022,0,9295.97349931,12.600,2479.19613,8.556456,0.148799,,
HD 45184 b,Radial Velocity,2019,0,5.88540000,3.520,12.19000,0.064400,0.070000,,
HD 45184 c,Radial Velocity,2019,0,13.13540000,2.910,8.81000,0.110000,0.070000,,
HD 45364 b,Radial Velocity,2008,0,226.93000000,8.970,59.49530,0.681300,0.168400,,
HD 45364 c,Radial Velocity,2008,0,342.85000000,14.100,209.09150,0.897200,0.097400,,
HD 47186 b,Radial Velocity,2008,0,4.08450000,5.020,22.24810,0.050000,0.040000,,
HD 47186 c,Radial Velocity,2008,0,1353.60000000,13.000,111.42000,2.395000,0.249000,,
HD 4732 b,Radial Velocity,2012,0,360.20000000,13.300,753.23000,1.190000,0.130000,,
HD 4732 c,Radial Velocity,2012,0,2732.00000000,13.300,753.23000,4.600000,0.230000,,
HD 47366 b,Radial Velocity,2016,0,359.15000000,13.300,731.00900,1.280000,0.060000,,
HD 47366 c,Radial Velocity,2016,0,682.85000000,13.400,597.52040,1.970000,0.100000,,
HD 50499 b,Radial Velocity,2005,0,2447.10000000,13.500,519.96988,3.833000,0.266000,,
HD 50499 c,Radial Velocity,2019,0,8619.90000000,13.200,931.24190,9.020000,0.000000,,
HD 51608 b,Radial Velocity,2019,0,14.07260000,3.620,12.77000,0.105900,0.090000,,
HD 51608 c,Radial Velocity,2019,0,95.94460000,3.870,14.31000,0.380900,0.140000,,
HD 5278 b,Transit,2021,0,14.33915600,2.450,7.80000,0.120200,0.080000,943,132.00
HD 5278 c,Radial Velocity,2021,0,40.87000000,4.490,18.40000,0.241600,0.070000,,
HD 5319 b,Radial Velocity,2007,0,637.10000000,13.500,494.54348,1.570000,0.092000,,
HD 5319 c,Radial Velocity,2014,0,872.20000000,13.800,334.67499,1.930000,0.183000,,
HD 60532 b,Radial Velocity,2008,0,201.90000000,13.800,336.89980,0.770000,0.260000,,
HD 60532 c,Radial Velocity,2008,0,600.10000000,13.300,797.75330,1.600000,0.030000,,
HD 62364 b,Radial Velocity,2022,0,27399.80246717,12.200,5538.75835,18.992328,0.863248,,
HD 62364 c,Radial Velocity,2022,0,74839.94554588,12.000,7882.56267,36.876426,0.772792,,
HD 63433 b,Transit,2020,0,7.10793000,2.150,5.27000,0.071900,0.000000,944,132.13
HD 63433 c,Transit,2020,0,20.54530000,2.670,7.61000,0.145800,0.000000,622,35.36
HD 63935 b,Transit,2021,0,9.05881100,2.990,10.80000,,0.000000,911,115.60
HD 63935 c,Radial Velocity,2021,0,21.40230000,2.900,11.10000,,0.000000,684,36.70
HD 65216 b,Radial Velocity,2003,0,577.60000000,13.600,411.58985,1.301000,0.270000,,
HD 65216 c,Radial Velocity,2013,0,5370.00000000,13.400,645.19490,5.750000,0.170000,,
HD 66428 b,Radial Velocity,2005,0,2269.81725722,12.400,3426.60694,3.392910,0.470522,,
HD 66428 c,Radial Velocity,2021,0,10478.84436542,13.300,768.28680,9.418207,0.207329,,
HD 67087 b,Radial Velocity,2015,0,352.20000000,13.100,973.00000,1.080000,0.170000,,
HD 67087 c,Radial Velocity,2015,0,2374.00000000,12.900,1540.00000,3.860000,0.760000,,
HD 68988 b,Radial Velocity,2001,0,6.27711000,13.400,626.12510,0.070000,0.120000,,
HD 68988 c,Radial Velocity,2021,0,16000.00000000,12.300,4767.42610,13.200000,0.450000,,
HD 72659 b,Radial Velocity,2002,0,3549.39853518,13.100,1071.53588,4.689125,0.257128,,
HD 72659 c,Radial Velocity,2022,0,18207.72098165,12.100,5948.05833,13.940621,0.091341,,
HD 73267 b,Radial Velocity,2008,0,1257.99159045,13.000,1325.38828,2.227469,0.261289,,
HD 73267 c,Radial Velocity,2022,0,17071.78044733,12.800,1716.49961,12.621165,0.089366,,
HD 73526 b,Radial Velocity,2002,0,188.30000000,13.100,978.91640,0.650000,0.190000,,
HD 73526 c,Radial Velocity,2005,0,379.10000000,13.300,715.09000,1.030000,0.280000,,
HD 73583 b,Transit,2022,0,6.39804200,2.790,10.20000,0.060400,0.090000,714,43.30
HD 73583 c,Transit,2022,0,18.87974000,2.390,9.70000,0.124200,0.080000,498,10.20
HD 74156 b,Radial Velocity,2003,0,51.63563941,13.500,531.83222,0.280148,0.635643,,
HD 74156 c,Radial Velocity,2003,0,2448.48726302,12.500,2894.47226,3.676463,0.377277,,
HD 75784 b,Radial Velocity,2014,0,341.20000000,13.800,317.83000,1.032000,0.097000,,
HD 75784 c,Radial Velocity,2018,0,7900.00000000,12.800,1792.56120,8.400000,0.489000,,
HD 81817 b,Radial Velocity,2020,0,1021.20159246,11.900,8433.90298,3.233953,0.097258,,
HD 81817 c,Radial Velocity,2022,0,622.97801866,12.000,7180.54160,2.324089,0.095429,,
HD 82943 b,Radial Velocity,2003,0,441.47000000,13.500,534.25000,1.183060,0.162000,,
HD 82943 c,Radial Velocity,2003,0,220.07800000,13.400,622.60300,0.743450,0.366300,,
HD 83443 b,Radial Velocity,2002,0,2.98562800,14.100,127.76702,0.040600,0.012000,,
